@relation 'Training-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6-weka.filters.unsupervised.attribute.NumericToNominal-Rlast'

@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute Class {0,1}

@data
0.043759,0.513916,0.03787,0.149202,0.122414,0
0.181519,0.161417,0.072934,0.178275,0.134384,0
0.216906,0.239776,0.04146,0.129593,0.081079,0
0.148293,0.236764,0.06661,0.171806,0.14579,0
0.034297,0.533909,0.030968,0.126257,0.235489,0
0.231821,0.142596,0.055226,0.145643,0.086152,0
0.057561,0.285989,0.057939,0.240245,0.271948,0
0.103657,0.235781,0.0475,0.216961,0.165521,0
0.218523,0.063615,0.026122,0.219726,0.224959,0
0.070172,0.206184,0.152812,0.20491,0.254365,0
0.449383,0.078447,0.005051,0.059667,0.012248,0
0.075541,0.2392,0.06549,0.224351,0.249643,0
0.114737,0.207563,0.050264,0.201871,0.256106,0
0.025714,0.143776,0.535485,0.130488,0.126359,0
0.160626,0.257876,0.073673,0.136088,0.128652,0
0.156015,0.170511,0.080556,0.221027,0.184021,0
0.191892,0.217274,0.073502,0.138114,0.160754,0
0.076527,0.352637,0.02169,0.267692,0.160197,0
0.269626,0.100083,0.162871,0.107344,0.042839,0
0.072501,0.325054,0.05648,0.214255,0.240376,0
0.089465,0.070659,0.477017,0.104294,0.118588,0
0.268356,0.126281,0.035811,0.174423,0.085613,0
0.167879,0.193551,0.078918,0.236193,0.164367,0
0.059295,0.42426,0.072352,0.174947,0.124593,0
0.259888,0.211078,0.048591,0.114325,0.064192,0
0.138849,0.247117,0.035768,0.196482,0.143753,0
0.163792,0.113712,0.105794,0.288588,0.126226,0
0.10432,0.215624,0.136725,0.188459,0.229301,0
0.050844,0.206422,0.020253,0.43733,0.223829,0
0.14066,0.312866,0.035113,0.150165,0.131971,0
0.191314,0.245632,0.042522,0.197859,0.137346,0
0.185254,0.307146,0.096676,0.115668,0.122571,0
0.196028,0.080843,0.02895,0.288661,0.142032,0
0.146178,0.213941,0.055926,0.165538,0.104572,0
0.06117,0.382506,0.090192,0.18632,0.186934,0
0.225571,0.102497,0.059046,0.192681,0.070701,0
0.124367,0.258068,0.045828,0.217589,0.182402,0
0.238626,0.096828,0,0.122938,0.130963,0
0.344184,0.061463,0.017146,0.112094,0.053749,0
0.104774,0.220801,0.10887,0.240416,0.167572,0
0.06685,0.405202,0.079807,0.175364,0.142188,0
0.16451,0.193809,0.031215,0.197621,0.214302,0
0.048153,0.306648,0.119829,0.205764,0.213508,0
0.161003,0.172027,0.090855,0.209974,0.195628,0
0.113935,0.36239,0.051608,0.170858,0.135872,0
0.184578,0.22415,0.037823,0.169082,0.135587,0
0.323025,0.102921,0,0.132848,0.058312,0
0.165803,0.293513,0.057524,0.148374,0.147538,0
0.252588,0.189039,0.043806,0.18612,0.117127,0
0.102869,0.180976,0.136583,0.259671,0.191491,0
0.123841,0.295968,0.078223,0.159958,0.134125,0
0.130051,0.154652,0.088404,0.262083,0.222715,0
0.143279,0.157702,0.094389,0.27383,0.147838,0
0.126688,0.165563,0.025285,0.187438,0.115918,0
0.275514,0.09901,0.222825,0.097111,0.028014,0
0.169102,0.128369,0.025006,0.116807,0.453468,0
0.056141,0.24222,0.083078,0.275952,0.195043,0
0.226276,0.145272,0.02489,0.13894,0.11402,0
0.261609,0.226879,0.033416,0.120307,0.112886,0
0.120818,0.316512,0.064938,0.179418,0.161448,0
0.193357,0.211143,0.058383,0.134784,0.072548,0
0.089842,0.233846,0.076771,0.270422,0.224629,0
0.204695,0.137115,0.057383,0.215773,0.101659,0
0.27842,0.12639,0.040863,0.190657,0.12813,0
0.081725,0.343245,0.093975,0.14062,0.253059,0
0.120495,0.268191,0.139245,0.171631,0.175849,0
0.289184,0.17213,0.045645,0.11157,0.076084,0
0.147836,0.140627,0.102248,0.228304,0.124184,0
0.068381,0.305712,0.156222,0.197458,0.192379,0
0.109127,0.329706,0.060749,0.173328,0.13805,0
0.039434,0.463046,0.06412,0.181383,0.132631,0
0.10805,0.295293,0.080422,0.212274,0.138508,0
0.082102,0.085768,0.030439,0.214309,0.450968,0
0.094419,0.233488,0.046027,0.234667,0.228399,0
0.242834,0.05672,0.027167,0.124671,0.079893,0
0.073257,0.346523,0.089016,0.200018,0.190669,0
0.135933,0.148996,0.118324,0.220958,0.149171,0
0.087648,0.211515,0.091108,0.265592,0.247884,0
0.127341,0.259033,0.025939,0.109782,0.201195,0
0.169412,0.12883,0.030727,0.241145,0.234545,0
0.040493,0.287155,0.029516,0.184935,0.388502,0
0.194062,0.172471,0.032645,0.246208,0.127783,0
0.079162,0.349534,0.05589,0.176658,0.149029,0
0.172586,0.21317,0.047931,0.127554,0.095544,0
0.216904,0.120106,0.112088,0.239932,0.105532,0
0.399104,0.032273,0.008748,0.111517,0.092417,0
0.097794,0.320746,0.061875,0.150531,0.102043,0
0.033783,0.17486,0.029466,0.447924,0.257945,0
0.299279,0.042371,0.125837,0.095179,0.016083,0
0.14097,0.270729,0.079347,0.176988,0.140602,0
0.054785,0.271904,0.16837,0.213088,0.179356,0
0.088404,0.13954,0.020328,0.051511,0.050331,0
0.211429,0.101025,0.129366,0.1407,0.244533,0
0.120796,0.303549,0.05859,0.161655,0.124072,0
0.079504,0.342942,0.11034,0.193744,0.137699,0
0.185294,0.279761,0.042393,0.15764,0.176562,0
0.114683,0.263142,0.199705,0.150747,0.15192,0
0.117119,0.312684,0.058917,0.146128,0.239597,0
0.286395,0.099547,0.042792,0.209147,0.124436,0
0.166284,0.166956,0.050275,0.230855,0.223194,0
0.223013,0.144388,0.065372,0.144105,0.080073,0
0.137083,0.312025,0.074848,0.169301,0.219158,0
0.146299,0.252166,0.08489,0.163967,0.148096,0
0.387907,0.075323,0.057489,0.100697,0.043716,0
0.035499,0.17941,0.208636,0.215635,0.259356,0
0.216019,0.331514,0.015945,0.085807,0.030344,0
0.207662,0.239133,0.113191,0.148997,0.129284,0
0.045041,0.32172,0.069532,0.222207,0.26218,0
0.085457,0.321779,0.114325,0.149936,0.234617,0
0.159752,0.370448,0.034679,0.136928,0.167441,0
0.095472,0.161782,0.134067,0.299043,0.161328,0
0.111037,0.275327,0.03991,0.241449,0.174476,0
0.063256,0.170244,0.150904,0.27728,0.225142,0
0.299403,0.099188,0.050476,0.117107,0.081121,0
0.191623,0.17925,0.020385,0.128333,0.041268,0
0.201421,0.119854,0.092795,0.183339,0.101952,0
0.085177,0.102631,0.017473,0.412793,0.282666,0
0.076669,0.342803,0.068904,0.173052,0.24516,0
0.023752,0.520998,0.11813,0.123063,0.169889,0
0.084213,0.145907,0.072851,0.285568,0.249969,0
0.087758,0.242634,0.086679,0.179308,0.232571,0
0.082316,0.33719,0.026631,0.24259,0.19555,0
0.094467,0.205774,0.032363,0.279173,0.278618,0
0.128943,0.239618,0.047124,0.145108,0.082193,0
0.078223,0.188907,0.154486,0.191891,0.264659,0
0.251191,0.162037,0.065891,0.117283,0.046033,0
0.209206,0.080308,0.024194,0.297645,0.135161,0
0.089055,0.188758,0.065144,0.22345,0.264822,0
0.144285,0.305412,0.05921,0.145337,0.155393,0
0.237755,0.144154,0.032793,0.122839,0.063773,0
0.183732,0.109047,0.043507,0.280863,0.251439,0
0.12492,0.195997,0.068324,0.195746,0.209955,0
0.19463,0.135423,0.066874,0.209292,0.212177,0
0.040594,0.4012,0.072094,0.135848,0.232855,0
0.354301,0.066708,0,0.178201,0.082962,0
0.197893,0.135245,0.036346,0.114494,0.060353,0
0.337571,0.118021,0.023611,0.110163,0.040867,0
0.195899,0.247215,0.058731,0.156557,0.126405,0
0.235495,0.160491,0,0.289425,0.139932,0
0.26184,0.120716,0.069023,0.077594,0.045751,0
0.1708,0.27394,0.045435,0.18376,0.136924,0
0.17984,0.142907,0.096883,0.232038,0.173553,0
0.105302,0.279054,0.040515,0.211216,0.245978,0
0.032943,0.196583,0.108636,0.218778,0.32696,0
0.092466,0.385365,0.080183,0.188552,0.155001,0
0.297129,0.142653,0,0.191455,0.111313,0
0.212813,0.134653,0.222894,0.104576,0.043981,0
0.440533,0.112304,0.020155,0.079638,0.044407,0
0.08898,0.30232,0.113308,0.180781,0.166305,0
0.046794,0.429814,0.051022,0.165703,0.160466,0
0.223392,0.231997,0.051913,0.154881,0.129994,0
0.224256,0.155119,0.043223,0.145233,0.0547,0
0.106042,0.195009,0.038883,0.300644,0.203377,0
0.073847,0.172075,0.096576,0.283357,0.220983,0
0.117623,0.173217,0.129611,0.26448,0.17923,0
0.094932,0.180446,0.118679,0.250653,0.238031,0
0.27667,0.095957,0.025803,0.194266,0.122522,0
0.065849,0.246183,0.180375,0.145397,0.258042,0
0.596054,0.064888,0,0.106969,0.076991,0
0.180813,0.100375,0.059568,0.212645,0.168448,0
0.231309,0.138467,0.057876,0.10808,0.07235,0
0.193448,0.243483,0.034061,0.167495,0.092579,0
0.190909,0.203834,0.064138,0.192361,0.14669,0
0.127571,0.231167,0.021535,0.251231,0.197578,0
0.172516,0.23573,0.067118,0.170228,0.081863,0
0.208957,0.150635,0.059319,0.204582,0.107617,0
0.221193,0.129821,0.067353,0.222196,0.161904,0
0.194219,0.213999,0.025832,0.165201,0.1475,0
0.204567,0.212922,0.022887,0.137219,0.078004,0
0.109017,0.274356,0.059126,0.18191,0.1969,0
0.119455,0.383063,0.043673,0.120371,0.074581,0
0.086306,0.31509,0.068837,0.21097,0.253269,0
0.108032,0.152774,0.146464,0.179277,0.264449,0
0.323087,0.129066,0.036971,0.147281,0.108654,0
0.14816,0.265497,0.069168,0.185811,0.181782,0
0.067623,0.21584,0.083241,0.209402,0.334189,0
0.20437,0.205899,0.07421,0.17873,0.147544,0
0.225056,0.133021,0.218779,0.108492,0.046637,0
0.143256,0.154058,0.064598,0.256771,0.191959,0
0.175106,0.148653,0.059957,0.204542,0.082273,0
0.144965,0.213621,0.049223,0.159531,0.139585,0
0.082996,0.236393,0.070488,0.26042,0.167993,0
0.159396,0.248018,0.040698,0.156633,0.129952,0
0.371046,0.09012,0.038222,0.157332,0.096035,0
0.099704,0.071673,0.021989,0.258639,0.44967,0
0.220927,0.20028,0.050861,0.127192,0.137101,1
0.056084,0.337662,0.123161,0.188343,0.228422,1
0.04448,0.249139,0.084331,0.223565,0.327372,1
0.045455,0.29551,0.035179,0.23742,0.306869,1
0.104218,0.101705,0.11273,0.401049,0.136635,1
0.080656,0.260296,0.097083,0.204486,0.184204,1
0.094003,0.304145,0.065423,0.1893,0.137467,1
0.18358,0.168309,0.094218,0.142627,0.206864,1
0.079988,0.352513,0.023402,0.187973,0.082403,1
0.07177,0.396143,0.045799,0.182822,0.199315,1
0.04979,0.39534,0.110524,0.183459,0.155621,1
0.141958,0.248131,0.04899,0.201863,0.089724,1
0.05996,0.319318,0.110398,0.209245,0.164174,1
0.287419,0.17407,0.028707,0.185903,0.11841,1
0.032019,0.364056,0.096587,0.181101,0.24861,1
0.129781,0.154065,0.112489,0.261274,0.127817,1
0.162038,0.136751,0.057416,0.274108,0.160168,1
0.140442,0.413525,0.050115,0.125297,0.147089,1
0.388187,0.06022,0.041473,0.094569,0.094496,1
0.207147,0.144447,0.072002,0.17023,0.08008,1
0.306161,0.112771,0.058297,0.171461,0.130022,1
0.203213,0.169679,0.106104,0.199716,0.12206,1
0.201351,0.188373,0.029892,0.160404,0.177909,1
0.180759,0.184487,0.059532,0.181326,0.088076,1
0.123064,0.102432,0.052741,0.359457,0.21199,1
0.140238,0.226663,0.023026,0.103751,0.069654,1
0.035543,0.407714,0.047987,0.195561,0.256485,1
0.163344,0.306105,0.076164,0.148537,0.112335,1
0.099591,0.297037,0.090632,0.11937,0.272803,1
0.04762,0.242181,0.083188,0.27659,0.240129,1
0.077399,0.364327,0.068465,0.180635,0.209704,1
0.248644,0.197121,0.024122,0.135762,0.046987,1
0.186004,0.162292,0,0.322863,0.152462,1
0.073326,0.311922,0.051513,0.221913,0.20347,1
0.155029,0.263717,0.036367,0.16083,0.164596,1
0.274315,0.143051,0.02615,0.074839,0.026516,1
0.106645,0.258966,0.074623,0.211698,0.098722,1
0.134411,0.106061,0.367273,0.18176,0.154248,1
0.061511,0.452871,0.034334,0.121942,0.15938,1
0.022018,0.627155,0.038691,0.115227,0.148287,1
0.056292,0.457477,0.091282,0.135466,0.1718,1
0.180807,0.154953,0.040829,0.168927,0.164181,1
0.291756,0.212434,0.022616,0.077587,0.085147,1
0.077771,0.125266,0,0.138609,0.515006,1
0.187333,0.20672,0.076724,0.106827,0.054708,1
0.088997,0.288096,0.021843,0.275139,0.24345,1
0.194755,0.139232,0.059282,0.198567,0.123813,1
0.216437,0.081768,0.010734,0.080782,0.020769,1
0.109222,0.340399,0.063123,0.16458,0.194838,1
0.09219,0.273316,0.127067,0.19984,0.200673,1
0.096925,0.344322,0.073789,0.156894,0.192375,1
0.195766,0.129688,0.169706,0.167841,0.129203,1
0.181045,0.287304,0,0.142576,0.122425,1
0.274823,0.132617,0.066241,0.120658,0.076751,1
0.131619,0.232537,0.168513,0.166169,0.154769,1
0.28062,0.184434,0.050623,0.17725,0.096606,1
0.039624,0.352654,0.0329,0.098183,0.168161,1
0.159175,0.156309,0.063635,0.228453,0.139847,1
0.362771,0.043436,0.013527,0.109953,0.030799,1
0.130873,0.295282,0.06866,0.136026,0.084987,1
0.185739,0.170196,0.027993,0.155744,0.296761,1
0.080838,0.321671,0.086394,0.163168,0.171094,1
0.224411,0.149905,0.08117,0.169935,0.105711,1
0.06681,0.42914,0.180551,0.107429,0.125638,1
0.095789,0.310785,0,0.215447,0.185314,1
0.041399,0.503264,0.067306,0.15817,0.137299,1
0.171372,0.089782,0.029492,0.275306,0.10456,1
0.153776,0.256792,0.029138,0.211078,0.173393,1
0.045359,0.163903,0.109104,0.371577,0.225386,1
0.140649,0.158807,0.037049,0.101215,0.072989,1
0.115235,0.298115,0.061989,0.150629,0.203861,1
0.107073,0.271,0.141871,0.176363,0.200406,1
0.210231,0.088604,0.040485,0.108542,0.017763,1
0.40294,0.051168,0.018063,0.073467,0.088933,1
0.306376,0.130422,0,0.155586,0.119769,1
0.129388,0.230388,0.05982,0.191232,0.194313,1
0.076234,0.287342,0.051631,0.18298,0.32024,1
0.060425,0.128014,0.01183,0.232353,0.504888,1
0.189644,0.226109,0.046254,0.164107,0.115551,1
0.25542,0.099162,0.074147,0.140232,0.122573,1
0.320652,0.152117,0,0.15949,0.174718,1
0.471972,0.05882,0.014016,0.0501,0.020314,1
0.098028,0.38432,0.046294,0.190884,0.129607,1
0.269015,0.151956,0,0.152954,0.174549,1
0.125679,0.289191,0.054059,0.18086,0.146587,1
0.164842,0.315875,0.011393,0.068425,0.02293,1
0.023978,0.526698,0.034979,0.188309,0.179032,1
0.149234,0.242574,0.05259,0.158831,0.114089,1
0.067724,0.390279,0.102896,0.142715,0.195515,1
0.149818,0.253773,0.051793,0.180955,0.111708,1
0.115806,0.110683,0.356567,0.129076,0.145803,1
0.398298,0.106212,0,0.143467,0.076167,1
0.157199,0.314484,0.029945,0.170458,0.177038,1
0.089379,0.286723,0.050504,0.174913,0.113081,1
0.412062,0.058385,0.007652,0.068424,0.017649,1
0.246996,0.191492,0.021816,0.135902,0.099247,1
0.183465,0.11618,0.027145,0.255463,0.113857,1
0.244137,0.154135,0.028509,0.164411,0.147548,1
0.100639,0.101641,0.038848,0.130119,0.574389,1
0.245598,0.187939,0.036525,0.079432,0.105849,1
0.015348,0.230314,0.137151,0.126103,0.47369,1
0.096675,0.336263,0.120687,0.168527,0.181263,1
0.065607,0.300036,0.042935,0.214224,0.294661,1
0.051361,0.213985,0.125634,0.245318,0.259642,1
0.291569,0.090016,0.025837,0.105915,0.077006,1
0.045081,0.343468,0.266666,0.123034,0.13705,1
0.219841,0.152144,0.07676,0.142947,0.085807,1
0.374759,0.095935,0,0.107493,0.137522,1
0.056125,0.323889,0.081715,0.18258,0.271725,1
0.250754,0.05296,0.010714,0.127305,0.011538,1
0.149764,0.210224,0.075481,0.217503,0.17705,1
0.199353,0.167381,0,0.251741,0.122935,1
0.054146,0.231035,0.114338,0.242368,0.29706,1
0.066927,0.394147,0.065396,0.171642,0.15173,1
0.106651,0.293469,0.037934,0.217484,0.139109,1
0.087692,0.488437,0.062873,0.127657,0.119911,1
0.048596,0.398082,0.119157,0.168237,0.179813,1
0.088022,0.360838,0.045876,0.205882,0.11541,1
0.032684,0.677744,0.04271,0.04833,0.072582,1
0.423603,0.12603,0.013506,0.069112,0.030793,1
0.172481,0.259889,0,0.159316,0.132254,1
0.028122,0.45234,0.083496,0.155192,0.223604,1
0.059212,0.40095,0.179037,0.136677,0.146663,1
0.25606,0.137592,0.025063,0.173254,0.106688,1
0.111252,0.344441,0.046861,0.143495,0.156487,1
0.048798,0.184494,0.180013,0.218542,0.279681,1
0.108136,0.244246,0.065551,0.248401,0.193279,1
0.103028,0.211838,0.03199,0.178364,0.159579,1
0.316081,0.15745,0.021364,0.123497,0.090447,1
0.019402,0.513369,0.080978,0.184196,0.158393,1
0.04168,0.552827,0.129593,0.082961,0.135833,1
0.05591,0.292735,0.072659,0.116461,0.404422,1
0.260191,0.107387,0.038676,0.154728,0.150109,1
0.287488,0.099233,0.017249,0.131832,0.059534,1
0.336929,0.154263,0.04223,0.123569,0.089624,1
0.025525,0.584971,0.097169,0.111346,0.134392,1
0.174633,0.172599,0.070737,0.188695,0.205422,1
0.277984,0.229452,0,0.12196,0.091165,1
0.127078,0.085766,0.015601,0.092612,0.064324,1
0.133453,0.187088,0.18118,0.169811,0.224078,1
0.106287,0.353403,0.085759,0.192475,0.127669,1
0.150718,0.304923,0.075616,0.123364,0.158133,1
0.03591,0.429946,0.129463,0.15139,0.181959,1
0.240089,0.149739,0.024914,0.130954,0.047041,1
0.234986,0.156278,0.061457,0.137106,0.093447,1
0.135381,0.35115,0,0.085974,0.058538,1
0.111761,0.344554,0.068449,0.119312,0.143892,1
0.069172,0.248866,0.03436,0.14325,0.450049,1
0.352288,0.120359,0.061002,0.107763,0.088231,1
0.09454,0.30397,0.027865,0.254501,0.192054,1
0.094571,0.224549,0.086927,0.234286,0.069901,1
0.134809,0.269638,0.032794,0.151926,0.114721,1
0.078512,0.378428,0.062257,0.174005,0.169892,1
0.152135,0.27478,0.032554,0.117051,0.115536,1
0.152786,0.253613,0.073707,0.158849,0.201105,1
0.187478,0.157844,0.122014,0.187865,0.138408,1
0.104025,0.307976,0.084595,0.182607,0.133314,1
0.023315,0.624128,0.065155,0.122711,0.107445,1
0.30152,0.203732,0,0.130017,0.147828,1
0.06674,0.303991,0.035485,0.174913,0.333559,1
0.1129,0.239888,0.087765,0.24103,0.14651,1
0.196889,0.204074,0.03571,0.139885,0.180998,1
0.187275,0.213211,0.028366,0.183495,0.149728,1
0.125034,0.356915,0.032256,0.158567,0.153749,1
0.114753,0.213487,0.040632,0.245667,0.215823,1
0.107628,0.307384,0.089349,0.128364,0.209424,1
0.641389,0.013673,0.000316,0.019375,0.059314,1
0.105627,0.369589,0.039139,0.184351,0.162233,1
0.209179,0.355745,0.027256,0.112681,0.069513,1
0.076828,0.153421,0.0705,0.15608,0.455246,1
0.311859,0.048781,0.019672,0.15629,0.116457,1
0.128568,0.186868,0.030786,0.131167,0.029402,1
0.172565,0.103222,0.076292,0.236735,0.069168,1
0.257256,0.180699,0.054411,0.132901,0.08266,1
0.100665,0.269666,0.153043,0.206463,0.143227,1
0.246288,0.128381,0.053249,0.223053,0.091807,1
0.351913,0.169134,0.02722,0.140802,0.150417,1
0.160494,0.070406,0,0.330959,0.071846,1
0.104099,0.256674,0.064572,0.191563,0.20208,1
0.05534,0.110862,0.056492,0.247652,0.430708,1
0.131754,0.110202,0.113984,0.286221,0.242693,1
0.124424,0.269334,0.041056,0.131409,0.340703,1
0.145751,0.23026,0.022676,0.162439,0.336806,1
0.030846,0.483913,0.063436,0.156537,0.195511,1
0.281178,0.137683,0.017711,0.116913,0.046877,1
0.178266,0.145502,0.067127,0.235428,0.203242,1
0.074993,0.361117,0.08682,0.174898,0.14702,1
0.036578,0.108199,0.049844,0.22209,0.53496,1
0.177973,0.216346,0.048335,0.203571,0.158296,1
0.125527,0.235028,0.058996,0.222214,0.134278,1
0.224269,0.105333,0.070791,0.199516,0.13286,1
0.165711,0.283604,0.035423,0.171886,0.138874,1
0.016756,0.75395,0.083782,0.035841,0.081013,1
0.270791,0.149331,0.058153,0.15,0.065016,1
0.068335,0.410698,0.069683,0.160756,0.185806,1
0.205496,0.151063,0.027748,0.18393,0.153937,1
0.069646,0.243396,0.109938,0.168511,0.321421,1
0.103741,0.401569,0.067034,0.134391,0.148703,1
0.118367,0.164431,0.065005,0.252571,0.240347,1
0.189756,0.15065,0.051078,0.163995,0.051268,1
0.188155,0.188103,0.04448,0.157156,0.15007,1
0.122327,0.366666,0.159675,0.122468,0.099862,1
0.121441,0.13913,0.043487,0.290818,0.213414,1
0.223013,0.091896,0.07997,0.17169,0.071332,1
0.196704,0.085859,0.042759,0.123385,0.053448,1
0.104551,0.217374,0.122318,0.205502,0.228731,1
0.084402,0.202827,0.073942,0.251847,0.233097,1
0.117935,0.154538,0.042889,0.206325,0.112163,1
0.101149,0.417828,0.047917,0.187091,0.120754,1
0.087578,0.175858,0.181148,0.24878,0.189637,1
0.353432,0.091392,0.016419,0.092982,0.030265,1
0.083972,0.25915,0.086968,0.222535,0.232899,1
0.151822,0.207819,0.073567,0.223542,0.128136,1
0.081949,0.272582,0.092181,0.243061,0.201862,1
0.293099,0.115621,0.042378,0.112122,0.083883,1
0.193348,0.260298,0.17819,0.091813,0.125707,1
0.259409,0.177242,0.035808,0.093451,0.065438,1
0.193329,0.239017,0.05508,0.192351,0.157985,1
0.268371,0.13504,0,0.173204,0.087988,1
0.295867,0.093221,0.021094,0.077163,0.043618,1
0.344566,0.113515,0.041042,0.114558,0.067949,1
0.174795,0.06749,0.023759,0.175299,0.060281,1
0.024674,0.280442,0.076561,0.242347,0.327946,1
0.056202,0.315114,0.046219,0.239795,0.259857,1
0.142149,0.331629,0.045102,0.176497,0.149428,1
0.123663,0.215165,0.066457,0.236923,0.2071,1
0.203001,0.180778,0.056671,0.219553,0.148039,1
0.023222,0.498391,0.06934,0.170248,0.191952,1
0.224608,0.197642,0.048532,0.158024,0.08306,1
