ID,Text,Class,score_tag,agreement,subjectivity,confidence,irony,happy,angry,bored,fear,sad,excited
312,"Comments The conservative political machine has been working overtime to try to deny that the government of the Russian Federation is interfering with the American election in support of Republican nominee Donald Trump – but this explosive investigation by former Daily Show correspondent Samantha Bee proves once and for all that dictator Vladimir Putin is using every tool at his disposal to tilt the scale in favor of Trump. Samantha Bee, now the host of her own show, traveled to Moscow to interview two of the “thinkfluencers,” members of Putin’s underground troll farms that pose as Americans online and flood social media with pro-Russian and pro-Trump propaganda. “The reason I’m hired is to make simple people change their mind about their vote and also about Russia” said one woman, who admitted she identifies herself as a Nebraskan housewife online. When asked why they thought their propaganda was working, she replied it was because Americans are “lazy and they believe everything they read.”",1,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0359095675,0.4299456538,0.1294632179,0.1513899643,0.1819594793,0.0713321173
313,"In the battle against the Islamic State for Mosul, Iraq’s   city, there is no continuous front line, but a patchwork of battlegrounds in the city and all around its edge. When the Islamic State, also known as ISIS or ISIL, retreats from a position, it tries to leave as much damage behind as possible, including burning oil field wells to provide concealment ahead of a government advance. Snipers are also in place, ready to strike. A village or neighborhood that is retaken by government troops could soon be flooded again with extremist fighters, who are rarely far away. I recently spent three weeks in this volatile zone, first with the Iraqi Army in eastern Mosul and then, after setbacks for the army, whose    battle of attrition was not going the way it had hoped, with units of the Iraqi federal police. The police, traveling in armored vehicles, are playing a significant role in the battle for Mosul, sometimes supporting the army. They are also responsible for holding their own territory around the city. The police have been tasked with maintaining areas of the front line nearby, ISIS fighters are ready and in position. When holding ground and not on an advance, the two sides intermittently exchange rifle and mortar fire,   shows of force that tend to harass more than inflict serious casualties. For the two days I was embedded with the police, they had been ordered to pause in their advance. So for the most part, they were left to wait along a muddy front until the next push forward. For the civilians trapped by the fighting, life is bleak, and most are desperate to leave. Areas along the contested front have no water, no electricity and no way for people to obtain basic supplies. Those trapped by the fighting and those who return hoping to restart their lives  —   or at least to recover some belongings  —   are at risk of being caught in the   and injuries and deaths among civilians are increasing. When government forces liberate an area, most civilians act quickly to try to evacuate. However, the Islamic State appears eager to keep as many civilians as possible in the urban center, using them as shields against aggressive bombing campaigns by the government and coalition forces. Anyone seen fleeing risks a sniper attack. Government troops sometimes escort families to safety, urging them to hurry through streets that offer little cover. Once civilians reach a safe zone, a more organized system is in place to transport them in buses and on the backs of trucks to camps for displaced people. On the way, they receive donations of food and water. Iraqi forces have been told to destroy evidence of the Islamic State after retaking an area, but signs of its control can sometimes be difficult to efface. Coalition   bombings destroyed an Islamic State training base in a former agricultural college in the town of Hamam Alil, below. But ISIS writing, which states the name of a unit, remains visible on the wall. Residents, like the women below in the town of Bashiqa, are starting to return to areas recently freed from the Islamic State to learn what became of their homes and to gather the few belongings that have not been looted or destroyed. The woman below was recovering a wedding photo from the rubble in Bashiqa, northeast of Mosul. The town, famous for its olive groves, was once a popular day trip destination from the city and had a large population of Yazidis. The Islamic State’s control of Mosul and the nearby area separated families for long stretches. The relatives below, reunited on the side of the road, had not seen one another in two years. The battle for Mosul has forced many tens of thousands from their homes, and displaced people are a common sight along the roads across the city. Early in my assignment, I accompanied the Iraqi Army to this neighborhood below, which is in the eastern part of Mosul, where civilians dared to venture outside as government troops patrolled. But just a few hours after this photo was taken, Islamic State fighters attacked an Iraqi Army field base nearby, killing soldiers, destroying their armored vehicles and almost immediately posting a YouTube video triumphantly showing their accomplishment. After that, access for photographers was severely curtailed by the army, and journalists quickly went from having a   seat to this very critical battle to struggling to get any information at all. Ambulances carrying those gravely injured from sniper fire, artillery, mortars and mines are driven out of Mosul in a steady flow en route to hospitals in nearby Erbil. When fighting is heavy, dozens of injured people arrive at the hospitals every hour. Field hospitals inside Mosul have few supplies, so victims must be evacuated to where they can be treated. Some do not survive the journey. The emergency vehicles offered me one of the most reliable indications of how the battle was going, and a chance to document the results. The government has been trying to consolidate its gains, first in the outer provincial villages, and now in suburbs and city districts ever closer to the city center. But the Islamic State had a long time to prepare for this battle, and its fighters are skilled and   taking full advantage of their underground network of tunnels throughout the region. A long and difficult fight lies ahead for Iraqi forces trying to liberate Mosul, like this lone federal policeman on a still very dangerous and shifting front line.",0,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.1725861454,0.21316955,0.0479306648,0.1275535566,0.0955436788,0.3432164044
314,"Finally. The Second Avenue subway opened in New York City on Sunday, with thousands of riders flooding into its polished stations to witness a piece of history nearly a century in the making. They descended beneath the streets of the Upper East Side of Manhattan to board Q trains bound for Coney Island in Brooklyn. They cheered. Their eyes filled with tears. They snapped selfies in front of colorful mosaics lining the walls of the stations. It was the first day of 2017, and it felt like a new day for a city that for so long struggled to build this sorely needed subway line. In a rare display of unbridled optimism from hardened New Yorkers, they arrived with huge grins and wide eyes, taking in the bells and whistles at three new stations. “I was very choked up,” Betsy Morris, 70, said as she rode the first train to leave the 96th Street station, at noon. “How do you explain something that you never thought would happen? It’s going to change the way everybody lives as far as commuting goes. ” It was a major moment for New York’s sprawling transit system after decades of failed efforts to bring the line to one of the few corners of Manhattan the subway did not reach. The opening of the first segment of the line  —   an extension of the Q train to 96th Street  —   promises to lighten the crush of passengers on the Nos. 4, 5 and 6 trains along Lexington Avenue, the nation’s most overcrowded subway line, which had been the only line on the Upper East Side of Manhattan. When the stations opened shortly before noon, they were quickly filled with giddy riders both young and old, and strollers, suitcases and dogs  —   all familiar sights across the system. But for all the excitement, the line, with just three new stops, is much more modest than the ambitious route running the length of Manhattan that was once envisioned. It serves a relatively affluent and not very diverse part of the city, which has more than eight and a half million people and many   and minority residents who live far from a subway line. With the subway reaching its highest ridership levels since 1948, much of the aging system is plagued by crowding and delays, even as subway and bus fares are expected to rise again in March. Still, there was reason to cheer. The opening of a new subway line is a rare occasion in the United States and comes at a time of mounting concern about the deteriorating state of the nation’s infrastructure, from its roadways and bridges to its public transit systems. Few new subway stations have opened in recent years, even as expansive subway networks have sprouted in Asia, and most American cities never built any in the first place. The major subways in the Northeast  —   in New York, Washington and Boston  —   are grappling with old equipment and funding shortfalls, with Washington experiencing a near meltdown over safety problems. With mounting bills for basic maintenance, these subways have largely failed to grow. So the arrival of the   Second Avenue subway, which was first proposed in the 1920s, was a notable achievement for the   Metropolitan Transportation Authority, which runs the city’s vast network of subways, buses and commuter railroads. The first phase of the project took nearly a decade to build and cost about $4. 4 billion. With the opening, the map of the city’s loved and loathed subway adds three new stations, bringing the total to 472  —   the most of any subway in the world. A station that opened at Hudson Yards on Manhattan’s Far West Side in 2015 was the city’s first new station in a  . On Sunday, New Yorkers were mesmerized by the artwork adorning the walls. At the 72nd Street stop, Sumana Harihareswara stopped to gaze at a mosaic of a woman of South Asian descent dressed in a burgundy sari, looking at her cellphone. Ms. Harihareswara was overcome with emotion. “I don’t think I’ve ever come across subway art before that makes me feel so seen,” she said through tears. “This woman could be my aunt she could be my cousin. ” She and a stranger exchanged a knowing glance. “Representation matters,” they agreed. Ms. Harihareswara, a longtime transit enthusiast from Astoria, Queens, said she was struck by the diversity portrayed in the mosaics, including a mural of a gay couple holding hands. “There is no feeling quite like seeing yourself cemented into the infrastructure of New York,” Ms. Harihareswara said. After decades of aborted efforts to build the Second Avenue line, and at least three groundbreakings in the 1970s, construction on the current segment began in 2007. The line was originally projected to open in 2013, but subway officials pushed the deadline to the end of 2016 many years ago. Gov. Andrew M. Cuomo, a Democrat who effectively controls the authority, pressed officials to meet the December 2016 deadline even as concerns grew that the subway would not be ready in time. Still, the agency made the deadline  —   just barely  —   with a lavish inaugural ride on New Year’s Eve for a collection of dignitaries that culminated in a midnight toast. Although many New Yorkers believe the city runs the subways, it is actually the governor who appoints the authority’s chairman and holds considerable sway over the agency. Mr. Cuomo has capitalized on the Second Avenue opening to raise his national profile, overshadowing his frequent nemesis Mayor Bill de Blasio, a Democrat who attended the inaugural ride on Saturday but was not given a speaking slot. Despite general good will over the opening, some transit advocates expressed concerns over the high cost of the project and questioned whether officials would move aggressively to extend the line to 125th Street in East Harlem as planned. On Sunday morning, Mr. Cuomo arrived at the 96th Street station with the authority’s chairman, Thomas F. Prendergast, to join the first trip for regular riders, who cheered as the train pulled out of the station. Then Mr. Cuomo’s voice came over the loudspeaker. “Rest assured: I’m not driving the train,” he joked. The first day of service was smooth, although there were a few hiccups. Around 3 p. m. there were delays on the Q line because of a train with mechanical problems at the City Hall station. About an hour earlier, the elevator at the new 86th Street stop had begun to malfunction, stranding passengers above and below ground. Strollers were wheeled onto steep escalators. Parents became upset. Jill Tallmer, 62, and her mother, Margot Tallmer, 91, contemplated visiting another day. “We’ve been waiting for 10 years, or more, to ride,” the younger Ms. Tallmer said while standing with her mother, a lifelong New Yorker who is in a wheelchair. “Hopefully, it’s almost ready for us. ” It was not, and they left after a few minutes. At the 72nd Street station, George Braith, a jazz saxophonist, was being mobbed by an eager pack of veritable paparazzi. The reason for his newfound celebrity: His likeness is featured in a mosaic there. “Would you look at that guy?” Mr. Braith, 77, said. “Pretty handsome fellow if you ask me. ” He is one of several local celebrities portrayed in the artwork, including chef Daniel Boulud. In Mr. Braith’s mosaic, he is clad in a slick red blazer and carrying his signature Braithophone, alto and soprano saxophones melded into one. Taking the instrument from his suitcase, he obliged the crowd with a brief tune. “Are you famous?” a   asked, seeing the hubbub. “In the jazz world,” Mr. Braith replied. The man shook his head and said, “Well, you’re immortalized as far as I’m concerned. ” Another   celebrant, Ian Ma, 15, lives in Sheepshead Bay, a waterfront neighborhood in southern Brooklyn that is nowhere near the new subway line. But he has been enchanted by trains since he started rolling toy models on the floor as a child, he said, and he cajoled his parents into giving him a ride. “I feel like I’ve been waiting for this train my whole life,” he said, seemingly speaking for many others.",0,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.2169041702,0.1201057106,0.1120884575,0.2399317395,0.1055316748,0.2054382475
315,"Pop icon Cher left little to the imagination while performing some of her biggest hits at Sunday night’s Billboard Music Awards, the singer’s first awards show concert in 15 years. [The    icon performed her smash hits “Believe” and “If I Could Turn Back Time” Sunday night before accepting the ceremony’s Icon Award for her   career in the music industry.  The   and   danced on stage wearing a silver diamante dress, with her chest covered up by   nipple pasties. The sparkling dress, which consisted of multiple hanging diamond strips, barely covered the singers chest and groin area. She later returned to the stage in a black catsuit and a large   wig, a throwback to her early 80s look.  “So, I wanted to do what I do since I was 4 years old, and I’ve been doing it for 53 years,” Cher said in accepting the Icon Award. “That is not an applause thing, I’m 71 yesterday! And I can do a   plank, okay? Just saying. ” The singer steered clear of politics in her acceptance speech, focusing instead on the advice she received when she was younger and on something her mother told her before she became famous, that she would never be the “smartest,” the “prettiest,” or the “most talented,” but she would be “special. ” “I think luck has so much to do with with my success,” she continued. “I think it was mostly luck and a little bit of something thrown in. ” Cher’s outfit drew plenty of commentary on social media and on television, including on Good Morning Britain, where host Piers Morgan said he was not a fan. “At what point do Cher’s outfits become inappropriate? She’s 70,” he said. “That one in particular, come on, Cher, for goodness’ sake, love. ”   Lucas Nolan is a reporter for Breitbart News covering issues of free speech and online censorship. Follow him on Twitter @LucasNolan_ or email him at lnolan@breitbart. com",0,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.3991043786,0.0322733684,0.008748177,0.1115167584,0.0924169503,0.3559403672
316,"If President Donald Trump’s promised border wall stops only a small fraction of illegal aliens from coming into the U. S. it would save the U. S. billions and easily cover the cost of the wall, a report released Thursday finds. [The   Center for Immigration Studies (CIS) using the estimated education level of illegal alien border crossers and immigrant education estimates from National Academies of Sciences, Engineering, and Medicine (NAS) found that each illegal alien entering the U. S. racks up at least $74, 722 in lifetime costs, funded by American taxpayers.  “[I]f a border wall stopped a small fraction of the illegal immigrants who are expected to come in the next decade, the fiscal savings from having fewer illegal immigrants in the country would be sufficient to cover the costs of the wall,” writes CIS Director of Research Steven Camarota.  Even a minimally effective border wall that stopped less than ten percent of illegal crossings would save the U. S. billions. “If a border wall stopped between 160, 000 and 200, 000 illegal crossers —  nine to 12 percent of those expected to successfully cross in the next decade —  the scaled savings would equal the $12 to $15 billion cost of the wall,” Camarota writes. Approximately 170, 000 illegal aliens crossed into the U. S. without going through a port of entry in 2015, according to a study commissioned by the Department of Homeland Security. “[T]here may be 1. 7 million successful crossings in the next decade. If a wall stopped just 9 to 12 percent of these crossings it would pay for itself,” the CIS report states. “[T]here may be 1. 7 million successful crossings in the next decade. If a wall stopped just 9 to 12 percent of these crossings it would pay for itself,” the CIS report states. “If a wall stopped half of those expected to successfully enter illegally without going through a port of entry at the southern border over the next 10 years, it would save taxpayers nearly $64 billion —  several times the wall’s cost,” the report adds. And that’s excluding the cost of children produced by illegal immigrants. The federal government imposes a massive, unfunded mandate on school districts around the country by forcing American parents to divert funding from their own children to educate roughly 3. 62 million foreign students, many of whom are extremely   students and do not speak English. The Federation for American Immigration Reform (FAIR) found it costs taxpayers $59. 8 billion per year to educate roughly 3. 62 million   students, children with one or two legal migrant parents, and refugees. Approximately one in ten students enrolled in public schools is designated as Limited English Proficiency (LEP) and their academic performance has been described as “abominable”: The number of eighth to twelfth grade LEP students performing Advanced work rounds to zero percent, for example. The CIS report notes that the estimates do not include illegal aliens who overstay their visas, and state and local governments bear a significant portion of illegal immigration’s costs.",0,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0977936839,0.3207458455,0.061875017,0.150531106,0.1020434434,0.2670109043
317,"Email In September the National ICE Council, representing some 5,000 Immigration and Customs Enforcement officers charged with protecting the country’s borders, did something it has never done: It endorsed a candidate for president: Donald Trump. In its statement at the time, the union said: In [Trump’s] immigration policy, he has outlined core policies needed to restore immigration security — including support for increased interior enforcement and border security, an end to Sanctuary Cities, an end to catch-and-release, mandatory retainers, and the canceling of executive amnesty and non-enforcement directives. On the contrary, said the union, Hillary Clinton supports furthering “amnesty” and a “radical” immigration plan that will cost thousands of Americans not only their jobs but their lives . On Friday the union issued a “final warning,” expanding its concern about how open borders would cost Americans their lives. Wrote the council’s president, Chris Crane: Hillary’s pledge for ‘open borders’ will mean disaster for our country, and turn the present border emergency into a cataclysm. Hillary’s plan would unleash violent cartels and brutal transnational gangs into US communities and cause countless preventable deaths…. ICE officers on the front lines are witnessing a deluge of illegal immigration unlike anything we have seen before. The corporate-funded media won’t cover it. Our officers are being ordered to release recent border-crossers with no idea what their intentions are or what they are planning. Gang members, drug cartels and violent smugglers are taking advantage of the situation and threatening American communities. The influx is overwhelming public resources, especially in poor communities — including Hispanic communities and immigrant communities bearing the economic brunt of the illegal immigration surge. There are economic, cultural, and moral reasons for concerns about open borders, as noted by economist Gene Callahan. Unlimited immigration would likely lead to lower wages for Americans who would have to cut their wage demands or be replaced by immigrant workers willing to work for lower wages. Culturally an unlimited dumping of immigrants onto an unprepared and unsuspecting culture would alter that culture irreparably. Consider the Native American culture, he said: If Native Americans had been able to limit the flow of European immigrants, they might have been able to preserve their land and cultures. Morally there is a responsibility to take care of those less able to care for themselves but not to the point of reducing their own circumstances to penury: While the rich have an obligation to help the poor, that obligation does not extend to the degree that they must become poor themselves. Since every resident in the United States, except maybe for those Native Americans, is either an immigrant or a descendent of one, it makes sense to welcome immigrants. Until 1875, there were no immigration laws. But with the passage of the Page Act of 1875, legislators began defining the procedures under which those desiring to immigrate into the country would have to follow. Since then immigration laws have been heavily modified, but they have always defined those procedures and conditions. If the laws need to be changed again, then legislators should change them. But they must be followed, not ignored for political purposes. Otherwise, unintended consequences, such as those noted in the ICE Council’s warning, will overtake the culture and risk destroying the very culture that makes it presently so inviting for those seeking a better life. An Ivy League graduate and former investment advisor, Bob is a regular contributor to The New American magazine and blogs frequently at LightFromTheRight.com, primarily on economics and politics. He can be reached at This email address is being protected from spambots. You need JavaScript enabled to view it. .  ",1,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2400887419,0.1497386999,0.0249144835,0.1309540098,0.0470409639,0.407263101
318,"In the winding hallways and stuffy rooms of an old factory in Brooklyn, under bulbs flickering as if in a horror movie, an elite new police unit prepares, over and over again, for the attack it knows is coming. Day after day, the officers comb the highest floor of the building, looking for witnesses to point them to the right door and listening for gunshots like those that have echoed all over the world in recent months. They are conducting exercises to help them hunt down an “active shooter. ” “It’s going to happen,” said Chief James R. Waters, who leads the New York Police Department’s Counterterrorism Bureau. “Something like Orlando’s going to happen. ” Last year, the police announced the creation of a heavily armed and armored regiment called the Critical Response Command. Teams of officers work all over the city and are trained to respond to many locations in three to five minutes. They represent a new response to a new threat. Gone are the days when the first officers on a scene set up a perimeter and waited for backup or a   team. The perpetrators of the most recent wave of mass shootings around the world  —   Paris San Bernardino, Calif. Orlando, Fla.  —   were not interested in taking hostages and negotiating. They came to kill for the sake of killing. And these officers are trained to find and stop them. On Thursday, Chief Waters allowed journalists from The New York Times to watch the Critical Response Command train. “This is seven months of work,” he said, standing before a team of officers in bulletproof vests who were cradling Colt M4 semiautomatic rifles. “It’s incredible progress. ” The officers were practicing in a former pharmaceutical factory on Flushing Avenue in the Fort Greene neighborhood. The Police Department is not listed among the building’s tenants, but it has worked there since before the command’s creation. The journalists were allowed to observe the exercises under restrictions. A photographer and videographer were forbidden to document the command as it moved in drills, and a reporter was asked to describe the tactics only in broad strokes. Department leaders believe terrorists study descriptions of police training in preparation for attacks. “The perpetrators in France demonstrated a familiarity with the French response,” Deputy Chief Scott Shanley said, referring to the coordinated attacks in Paris that killed more than 130 people in November. The officers, who also played the roles of gunmen and bystanders, conducted two exercises. The first began with a dispatcher’s call: shots fired in the building. Officers in a patrol car would typically be the first to respond in this situation, and that was the case in the drill. Two officers, clutching pistols, entered the hallway, crouching, one in front and the other behind him with a hand on the first officer’s back. Officers in the command do not know the details of an exercise beforehand. Suddenly, a man ran toward them, screaming for help. The officers ordered him to his knees and asked about the gunman the man pointed down the hall. The officers hurried around a corner. Gunfire rang out. “Shots fired!” the rear officer shouted into his radio, and the pair ran to the sound. A masked gunman, wearing green fatigues in a room with cubicles, opened fire. The officers fired back. Rounds with a chalklike substance, similar to paintballs, struck the gunman. He fell to the floor. The rear officer shouted “Loading! Loading! Loading!” and ejected a spent magazine from his pistol, sliding in a new one. The other officer bent and took the gunman’s pulse. Dead. They called for backup and waited. What followed was an extraordinary show of paramilitary precision and force. New Yorkers have grown accustomed to seeing heavily armed officers standing in subway stations and at city landmarks. They have not seen what journalists were allowed to see on Thursday  —   a response to an   scene from within the scene itself. The door through which the first responding officers had entered crept open again, and a head popped out. Then the entire team emerged, six officers in this case, moving fast in single file, each touching the back of the man before him. They seemed to move as a single organism, like a long black snake darting across the hall to the closest door. There was no hesitation at the door, no peeking inside. The officers burst through and moved in different directions. “A dynamic entry,” Capt. Eugene McCarthy said, watching. “The perpetrator’s processing is disrupted by dynamic entry,” Deputy Chief John O’Connell said, standing beside him. To demonstrate, the command later allowed journalists to stand in an empty room and wait for the team to enter. The silence was startling, unnerving. The officers did not speak as they snaked toward the room. They communicated in pats on the back and hand signals. There was no warning of their arrival. One moment, the room was empty. A heartbeat later, it was filled with the six men and their guns. Traditionally, when officers stormed a room, the first one was known as the “rabbit,” likely drawing the fire of the gunman inside while the second officer took aim at him. With this team, it was as if there were no rabbit  —   the entire team seemed to swarm the room at once. In the exercise, the team joined the first two officers near the dead gunman, until they all heard more gunfire down the hall. The team regrouped into its line and raced toward the shots. The officer in front fired at a gunman, and others behind him stepped out of the line and did the same, and in what seemed like a second, that gunman was down and the drill over. The officers pulled off their helmets, sweating after minutes of intense action. Captain McCarthy stepped forward and ran through a quick review. The officer who played the second gunman praised the speed and accuracy of the officers who shot him. “No    issues,” he said. “Good job. ” An officer who played a victim, with fake blood on his leg, said: “No shots on me. Good job. ” The officers switched roles and prepared to do it again, the details of the drill different this time. The strategy, though, was constant. “Move to the shooter,” Chief Waters said. “You’ll hear it 50 times. Move to the shooter. It’s got to be ingrained. Like muscle memory. ” The Critical Response Command is made up of 525 handpicked officers and superiors who applied and were chosen after a screening process that included   interviews with Chief Waters and others. Their training must override lifelong human instinct. “It goes against all their upbringing,” Chief Waters said. “They have to walk past and run past victims on the ground. Kids crying. They’re grabbing at your legs. ” The training is always evolving with world events. The command recently introduced suicide belts into exercises. Chief Waters declined to elaborate. The visit on Thursday concluded with directions through more hallways to the elevator. There, waiting, one could hear, from behind, more gunfire.",0,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0337825103,0.1748595015,0.02946594,0.4479235379,0.2579445729,0.0560239375
319,"Share on Twitter The man who obliterated Donald Trump's Hollywood Walk of Fame star says on video that he just did it to 'help' people. The man, who identified himself to Deadline Hollywood as Jamie Otis, pretended to be a construction worker to give himself cover at 5:30 Wednesday morning, as he took a pickaxe and sledgehammer to the terrazzo and cement star. Trump earned the star, which is situated on Hollywood Boulevard near the Dolby Theater, in 2007 for his work on “Celebrity Apprentice.” But in just a few minutes it was destroyed: Image Credit: Screengrab/ Deadline Hollywood Now the man has reappeared on video admitting the vandalism, but says he did it for an altruistic cause: “I really wanted to do this. I think it's a symbol for all of us against sexual assault.” He said his intention was to sell pieces of the star to raise money for the women who have accused Trump of sexual wrongdoing. None of the women have provided concrete proof of their claims. The man, a self-proclaimed activist, admitted in an exclusive TMZ interview that this isn't his first rodeo: “I'm a non violent activist. I've been arrested 24, 25 times. I'd love to go to court with Mr. Trump, it would be a great honor.” Without irony, the man claimed that Trump is “a bully” and that he needs to “ease up.” This isn't the first time Trump's star has been the target of vandals. Recently, the star was surrounded by a cement box: Image Credit: Screengrab/ YouTube Unfortunately for Mr. Otis, police are currently looking for him, with the possibility that he'll be charged with a felony. Additionally, the star he destroyed in the name of justice is worth $30,000. ",1,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2349862039,0.1562775244,0.0614565877,0.1371061443,0.0934470274,0.3167265122
320,"Good morning. (Want to get California Today by email? Sign up.) Two European satellites have captured a stunning portrait of the subtle topographical shifts at work in the landscape of the San Francisco Bay Area. The Sentinel satellites, operated by the European Space Agency, have been snapping radar scans of the region since 2015 as part of their mission to collect data on the earth and oceans. Analysts have since compared the movement of physical features over time  —   down to mere millimeters. Among the project’s starkest depictions are shifts along the Hayward Fault, the gradual sinking of reclaimed land in the San Rafael Bay, and the rise of the city of Pleasanton, a possible side effect of replenished groundwater. The images align with already understood geological processes, said Roland Bürgmann, a professor of earth and planetary science at U. C. Berkeley, who was not involved in the project. But scientists believe that the acute level of detail offered by the technology could deepen knowledge in a number of areas, among them structural engineering, earthquake prediction and insurance risk. “It’s developing a new potential for the world that has never existed,” said Dag Anders Moldestad, a senior adviser at the Norwegian Space Center who participated in the project. In the case of the Millennium Tower, it could also become a factor in a court fight as San Francisco wages a legal battle that accuses the developers of failing to disclose issues with the structural integrity of the downtown skyscraper. The Sentinel satellite images  —   captured from early 2015 to September of this year  —   show that the   luxury condominium building is sinking into the soft soil below at a rate of nearly two inches a year. A separate examination this year found that the tower had descended about 16 inches altogether, while tilting roughly six inches, since opening its doors in 2009. The developer has insisted that the building is safe. Nicholas Sitar, a professor of civil engineering at the University of California, Berkeley, said that a small amount of sinking was to be expected among structures on the reclaimed land along San Francisco’s waterfront. The Sentinel satellites, for example, found that the new Salesforce East tower, across the street from the Millennium Tower, was also sinking. The rapid rate of the Millennium Tower’s descent, however, was troubling, Dr. Sitar said. Not least to its concerned residents. • After the Democrats’ demoralizing election defeat, Representative  Nancy Pelosi has become a symbol of what went wrong. [The New York Times] • Higher education leaders in California urged   Donald J. Trump to embrace students who are in the U. S. illegally. [Los Angeles Times] • The median price of a new home in Orange County hit a record: $934, 250. [Orange County Register] • Thousands of workers protested in Los Angeles, Oakland and other cities to demand a $15 minimum hourly wage. [The New York Times] • How a Berkeley graduate student found spyware that could control anybody’s iPhone from anywhere in the world. [Vanity Fair] • Silicon Valley’s biggest failing is a lack of empathy for those whose lives are disturbed by its technological wizardry. [New Yorker] • Three people died and at least 14 were sickened after a Thanksgiving dinner in the San Francisco Bay Area. [SFGate. com] • Die Antwoord, the confrontational South African musicians, have become something entirely unexpected: Hollywood. [The New York Times] • Bill Murray’s mysterious ways, Bryan Cranston’s memoir, Alan Cumming’s photos and more in the best new books about Hollywood. [The New York Times] • The  ’ travel guide to a long weekend in San Diego. [Wall Street Journal] On Tuesday, a photo caption in the newsletter misidentified one of California’s landmarks. About a dozen readers wrote to point out the error: the towering rock in the photograph was Yosemite Valley’s Half Dome, not Sentinel Dome as the caption claimed. That made us wonder if it might be time for a visit. While summer tends to be the park’s busiest time of the year, Yosemite regulars will tell you it is never more blissfully serene than in the winter. Crucially, it’s much less crowded. In the summer, up to 600, 000 people visit each month, said Scott Gediman, a park spokesman. During the winter months, it’s usually fewer than 200, 000. “The park is beautiful right now,” said Mr. Gediman, speaking by phone from the Yosemite Valley on Tuesday. “Yosemite Falls is flowing. You’ve got ice on the canyon walls. It’s just gorgeous and peaceful. ” Most of Yosemite is cloaked by snow in the winter, including at times the valley, which sits about 4, 000 feet above sea level. Visitors can ice skate, snowshoe,   ski or even hit the slopes. Established in 1935, Yosemite Ski and Snowboard Area, formerly known as Badger Pass, is California’s oldest ski area. According to Frank Dean, a former park ranger who lived in the valley for eight years, Yosemite in the winter offers pageants of nature that you don’t get the rest of the year. He recalled once going   skiing with some friends on New Year’s Eve. The sky had just cleared after a storm and a bright moon was illuminating a dusting of snow on the valley’s soaring granite walls. As the group passed by the luxury Ahwahnee Hotel, a onetime host of Queen Elizabeth II, they noticed a holiday celebration inside. “We couldn’t afford to go to that party,” said Mr. Dean, who now runs the Yosemite Conservancy. “But I was thinking, ‘Boy, I think we’re having the better deal out here. ’” California Today goes live at 6 a. m. Pacific time weekdays. Tell us what you want to see: CAtoday@nytimes. com. The California Today columnist, Mike McPhate, is a   Californian  —   born outside Sacramento and raised in San Juan Capistrano. He lives in Davis. Follow him on Twitter. California Today is edited by Julie Bloom, who grew up in Los Angeles and attended U. C. Berkeley.",0,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.2992787417,0.0423712491,0.1258365515,0.0951788918,0.0160833779,0.4212511879
321,"During MSNBC’s Inauguration coverage, anchor Chris Matthews stated he phrase “America first” has a “Hitlerian background to it,” and Donald Trump’s Inaugural Address was what Putin has been saying.  Matthews said, “I’m thinking, when he said today, America first, it was not just the racial,  —   I mean, the  —   I shouldn’t say racial, the Hitlerian background to it, but it was the message. I kept thinking, what does Theresa May think of this, this morning, when she picks up the papers?   …     What if you’re Putin? You’re probably pounding the table, saying, that’s what I’ve been saying, Russia first, Russia first. This whole bullying message to him. ” Follow Ian Hanchett on Twitter @IanHanchett",0,P,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.1409703056,0.2707294182,0.0793467401,0.1769881348,0.1406021801,0.1913632212
