ID,agreement,subjectivity,confidence,irony,angry,fear,Class
26,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.294122568,0.14557335,0
27,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.319318294,0.209244555,1
28,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.275486506,0.155205766,0
29,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.2757002,0.170875407,0
30,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.174070153,0.185902581,1
31,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.172010706,0.221772431,0
32,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.222107727,0.169546909,0
33,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.246644983,0.197598311,0
34,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.357580882,0.154517863,0
35,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.364055803,0.181100798,1
36,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.154064997,0.26127405,1
37,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.425771474,0.118713184,0
38,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.233273275,0.361385996,0
39,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.136881897,0.233563801,0
40,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.13675086,0.274108107,1
41,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.345117695,0.184139862,0
42,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.413525264,0.125296744,1
43,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.105154236,0.288000357,0
44,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.467763634,0.153021992,0
45,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.060220054,0.094568664,1
46,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.355167855,0.171823633,0
47,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.144447029,0.170229748,1
48,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.11277117,0.171460958,1
49,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.480635175,0.12610305,0
50,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.105618631,0.209115563,0
51,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.20126284,0.214225101,0
52,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.434266536,0.128052272,0
53,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.16967877,0.199716196,1
54,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.255785589,0.256505696,0
55,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.124957144,0.275412054,0
56,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.188373305,0.160404272,1
57,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.18039476,0.313425846,0
58,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.184487134,0.181325649,1
59,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.102431565,0.359457364,1
60,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.226663096,0.103750893,1
61,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.407713667,0.195560854,1
62,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.15648434,0.340199613,0
63,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.145845308,0.213880781,0
64,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.130823687,0.230325972,0
65,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.262868618,0.305359407,0
66,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.133553475,0.108459702,0
67,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.290822375,0.123430308,0
68,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.306104699,0.148537206,1
69,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.230521745,0.202963525,0
70,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.236123595,0.217242094,0
71,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.262409693,0.198076813,0
72,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.158370236,0.138856306,0
73,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.118367958,0.403774594,0
74,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.29703726,0.11936954,1
75,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.162748821,0.252013376,0
76,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.242181279,0.276589827,1
77,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.260044407,0.191276551,0
78,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.26823506,0.217981086,0
79,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.364327437,0.180635188,1
80,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.197120745,0.135762494,1
81,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.200570515,0.21860043,0
82,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.165203886,0.0854314,0
83,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.162291589,0.322862947,1
84,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.036272528,0.040737026,0
85,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.169477075,0.198318903,0
86,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.311921502,0.221913166,1
87,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.263716646,0.160830345,1
88,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.067178097,0.158181169,0
89,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.211804584,0.173338591,0
90,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.254343226,0.167631993,0
91,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.067895686,0.085794533,0
92,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.143051046,0.074838733,1
93,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.258965548,0.211698209,1
94,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.053500737,0.185754486,0
95,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.138663304,0.201646179,0
96,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.19934589,0.226418565,0
97,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.26450003,0.182765423,0
98,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154480948,0.206720938,0
99,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.106060792,0.181760191,1
100,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.106943656,0.129374413,0
101,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.299785031,0.159873731,0
102,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.452871239,0.121942061,1
103,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.62715459,0.115226661,1
104,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.221244857,0.291718732,0
105,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.132762161,0.287341836,0
106,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.457477471,0.13546642,1
107,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.248765829,0.200791961,0
108,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.17096036,0.186232694,0
109,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.224488613,0.215526598,0
110,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.301976222,0.19960256,0
111,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154953098,0.168926868,1
112,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.146368275,0.192814011,0
113,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.271963785,0.157992576,0
114,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.212433664,0.077586771,1
115,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.268491733,0.124111355,0
116,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.125265745,0.138608535,1
117,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.337750043,0.158660166,0
118,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.248686909,0.185110249,0
119,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.206719974,0.106826654,1
120,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.196444752,0.15136277,0
121,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.20182058,0.203071126,0
122,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.166397971,0.149085107,0
123,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.165317785,0.219620733,0
124,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.288096209,0.275138864,1
125,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.139231923,0.198566608,1
126,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.081768417,0.080781706,1
127,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.257835922,0.295498948,0
128,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.23925727,0.107776373,0
129,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.340399117,0.164580071,1
130,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.301626764,0.171558954,0
131,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.273316398,0.199839677,1
132,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.235472039,0.180475029,0
133,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.337844344,0.151106811,0
134,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.175189473,0.378870928,0
135,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.32322567,0.165060376,0
136,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.18429522,0.187716185,0
137,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.513915617,0.149202352,0
138,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.161416678,0.178275321,0
139,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.239776001,0.129593143,0
140,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.344321675,0.156894226,1
141,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.236763576,0.171805884,0
142,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.129688203,0.167840541,1
143,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.287304499,0.142576021,1
144,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.132617328,0.120658334,1
145,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.232536724,0.166168932,1
146,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.533909088,0.126256501,0
147,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.142595963,0.145642916,0
148,DISAGREEMENT,SUBJECTIVE,82,IRONIC,0.184434288,0.177250239,1
149,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.28598856,0.240245008,0
150,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.352653547,0.09818332,1
151,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.156308586,0.228452656,1
152,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.04343593,0.109953175,1
153,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.235781247,0.216961432,0
154,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.295281774,0.13602576,1
155,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.170196027,0.155743746,1
156,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.063615382,0.219726336,0
157,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.32167069,0.163167547,1
158,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.206184077,0.204909501,0
159,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.078447135,0.059666881,0
160,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.149904866,0.169934521,1
161,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.239200381,0.224351373,0
162,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.207562681,0.20187065,0
163,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.429140168,0.107428804,1
164,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.143776173,0.130487538,0
165,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.257875587,0.136087963,0
166,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.170511114,0.221027419,0
167,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.310784872,0.215447437,1
168,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.503264292,0.158169567,1
169,DISAGREEMENT,SUBJECTIVE,90,NONIRONIC,0.089782345,0.275306106,1
170,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.256791514,0.211077696,1
171,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.163902782,0.371576949,1
172,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.217274278,0.138113585,0
173,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.35263696,0.267692444,0
174,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.158807232,0.101215072,1
175,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.100082696,0.107343787,0
176,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.325054392,0.214255365,0
177,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.070658977,0.104293943,0
178,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.298115314,0.150629356,1
179,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.126281269,0.174423373,0
180,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.193550843,0.236193133,0
181,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.270999785,0.176362965,1
182,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.424260074,0.174946644,0
183,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.088603898,0.108541947,1
184,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.051168014,0.07346653,1
185,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.211078143,0.114325388,0
186,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.247117172,0.196481948,0
187,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.130422024,0.155586455,1
188,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.230388383,0.191232283,1
189,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.287341765,0.182980216,1
190,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.128013786,0.232352856,1
191,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.113711972,0.288587916,0
192,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.215623943,0.188458738,0
193,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.226109239,0.164106511,1
194,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.206421695,0.437329915,0
195,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.312865997,0.15016518,0
196,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.099161586,0.140232461,1
197,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.152116885,0.159490053,1
198,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.245631776,0.197858884,0
199,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.307145667,0.115667511,0
200,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.058820025,0.050100187,1
201,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.384319967,0.190884272,1
202,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.151955713,0.152953796,1
203,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.080842906,0.288661344,0
204,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.213941147,0.165538187,0
205,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.382505915,0.186319952,0
206,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.102496684,0.192681016,0
207,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.258068211,0.217589101,0
208,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.289191041,0.180860284,1
209,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.315874559,0.068424754,1
210,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.526698027,0.188309045,1
211,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.096827601,0.122938351,0
212,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.242574464,0.158830925,1
213,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.390278644,0.142714787,1
214,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.061462864,0.112093782,0
215,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.22080055,0.240415736,0
216,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.405201941,0.17536355,0
217,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.193809171,0.197621439,0
218,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.253773286,0.180954841,1
219,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.11068332,0.129075981,1
220,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.306647714,0.205763985,0
221,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.172027126,0.209973557,0
222,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.362390147,0.170857855,0
223,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.106212067,0.143467386,1
224,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.314484467,0.170457787,1
225,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.286723052,0.174913469,1
226,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.224149514,0.169082187,0
227,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.102920847,0.132847908,0
228,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.293512712,0.148373549,0
229,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.189039443,0.186119745,0
230,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.180975637,0.259670861,0
231,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.058385269,0.068423657,1
232,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.295968239,0.159957825,0
233,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.191491546,0.135902029,1
234,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154651696,0.262083288,0
235,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.116180038,0.255462675,1
236,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154134987,0.164411211,1
237,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.101640931,0.130118988,1
238,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.187939464,0.079432471,1
239,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.157701781,0.273829652,0
240,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.165563057,0.187437641,0
241,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.230314238,0.126102636,1
242,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.099009889,0.097111294,0
243,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.128369252,0.116807066,0
244,DISAGREEMENT,SUBJECTIVE,73,IRONIC,0.242219953,0.275952492,0
245,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.336263156,0.168526517,1
246,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.300036127,0.214223788,1
247,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.213985231,0.245317952,1
248,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.145272358,0.138939735,0
249,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.226879287,0.120306852,0
250,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.316511639,0.179417796,0
251,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.211142787,0.134783749,0
252,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.090015835,0.105915229,1
253,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.343468367,0.123034496,1
254,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.152144088,0.142947424,1
255,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.233846474,0.27042192,0
256,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.137115014,0.215773346,0
257,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.12639008,0.190656555,0
258,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.095934696,0.107493028,1
259,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.343245436,0.140619818,0
260,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.323888803,0.182579719,1
261,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.26819096,0.171630804,0
262,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.052960124,0.127304975,1
263,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.172130419,0.111569801,0
264,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.140626626,0.228303888,0
265,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.305711999,0.197458277,0
266,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.21022409,0.217503111,1
267,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.167380967,0.25174099,1
268,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.329705706,0.173327593,0
269,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.231034854,0.24236835,1
270,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.39414688,0.171641551,1
271,DISAGREEMENT,OBJECTIVE,94,NONIRONIC,0.29346891,0.217483887,1
272,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.46304634,0.181382521,0
273,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.488436714,0.127657316,1
274,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.398081759,0.168236575,1
275,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.360837945,0.205882472,1
276,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.677744239,0.048330259,1
277,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.126030091,0.069111804,1
278,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.295292891,0.212274423,0
279,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.08576829,0.214309193,0
280,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.233488086,0.234667472,0
281,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.259888513,0.159315701,1
282,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.452340156,0.155192238,1
283,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.400950111,0.136677456,1
284,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.056720203,0.124671037,0
285,DISAGREEMENT,SUBJECTIVE,84,IRONIC,0.137592057,0.173254445,1
286,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.344440583,0.143495086,1
287,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.346523415,0.200017775,0
288,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.184493725,0.218542243,1
289,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.148995839,0.220957567,0
290,AGREEMENT,OBJECTIVE,92,NONIRONIC,0.244245778,0.24840136,1
291,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.211837546,0.17836419,1
292,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.157450174,0.123497242,1
293,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.211514739,0.26559229,0
294,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.513369051,0.184196222,1
295,AGREEMENT,SUBJECTIVE,92,NONIRONIC,0.552826543,0.082961016,1
296,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.259032904,0.10978163,0
297,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.292735182,0.116460693,1
298,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.107387062,0.154727764,1
299,DISAGREEMENT,SUBJECTIVE,94,NONIRONIC,0.099233216,0.131832334,1
300,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.154263371,0.123569184,1
301,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.584971068,0.111345642,1
302,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.128829634,0.241144509,0
303,AGREEMENT,SUBJECTIVE,98,NONIRONIC,0.17259939,0.188694887,1
304,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.229451537,0.121959898,1
305,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.085766183,0.09261213,1
306,AGREEMENT,SUBJECTIVE,100,NONIRONIC,0.187087845,0.169810865,1
307,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.353403392,0.192474767,1
